0,0,0,-0.947305300147183,1,2.7,2.8,-4.50785350292617,-0.193092160984473,6.95410025998289,0.315520836144633,0.0364154018267374,-0.0575460007513838,-3.96224348043971,-1.56000253946533,5.50929492175965,0.321508104881139,0.63880829518889,0.194772754683229
0,0,1,-0.947305300147183,0.05,0.135,0.14,-0.507853502926168,-0.193092160984473,6.95410025998289,0.315520836144633,0.0364154018267374,-0.0575460007513838,0.037756519560288,-1.56000253946533,5.50929492175965,0.321508104881139,0.63880829518889,0.194772754683229
0,1,0,-0.931571362212322,1,2.7,2.8,-4.50785350292617,-0.193092160984473,6.95410025998289,0.315520836144633,0.0364154018267374,-0.0575460007513838,-4.15878375161021,-1.64905431685093,5.59472734529513,0.23217064366526,0.646394511277089,0.12810489705467
0,1,1,-0.931571362212322,0.05,0.135,0.14,-0.507853502926168,-0.193092160984473,6.95410025998289,0.315520836144633,0.0364154018267374,-0.0575460007513838,-0.158783751610214,-1.64905431685093,5.59472734529513,0.23217064366526,0.646394511277089,0.12810489705467
1,0,0,-1.03037931718399,1,2.7,2.8,-4.18631837250877,-0.216943321965874,7.45244368095988,-0.184615599072701,0.0490851935882778,-0.0724192815461357,-3.50425272500276,-1.8413578882969,5.84045418054512,0.0175790579100283,0.587951142886784,-0.0736670541210574
1,1,0,-1.0055797185326,1,2.7,2.8,-4.18631837250877,-0.216943321965874,7.45244368095988,-0.184615599072701,0.0490851935882778,-0.0724192815461357,-3.70425272500276,-1.8413578882969,5.84045418054512,0.0175790579100283,0.587951142886784,-0.0736670541210574
2,0,0,-1.08810929324877,1,2.7,2.8,-3.62560217041925,-0.192588602927239,7.14949520051736,0.0194234740939848,0.0377627332832672,-0.0787508894475074,-3.01453228384208,-1.79476679946173,5.75258440547121,0.0412624813108572,0.594155127338718,-0.0119987300983726
2,1,0,-1.05911818760453,1,2.7,2.8,-3.62560217041925,-0.192588602927239,7.14949520051736,0.0194234740939848,0.0377627332832672,-0.0787508894475074,-3.23353798247527,-1.88434871235927,5.75809357178042,-0.00496989434597031,0.683470598882201,-0.0401273604380005
3,0,0,-1.13762148115277,1,2.7,2.8,-3.20026340461054,-0.283409177334547,7.09682642522675,0.00426476705351121,0.0324911885920981,-0.0525108521806635,-2.60779290603513,-1.73239363579556,5.63884592273903,0.0912368509901241,0.619328680617138,0.0379476828242553
3,1,0,-1.11165358757345,1,2.7,2.8,-3.20026340461054,-0.283409177334547,7.09682642522675,0.00426476705351121,0.0324911885920981,-0.0525108521806635,-2.85948313507339,-1.84867458739331,5.78396028475043,-0.050437563735958,0.623267622132233,-0.067946519130556
